registration_number,legal_name,trade_name,address,county,status,status_label,date_first_registered,date_registered_begins,registered_through,deleted_date,latitude,longitude
39229,AIKON PHARMACY INC.,,8605 18TH AVE BROOKLYN NY 11214,KINGS,Active,Establishment Status,"November 18, 2021","November 18, 2021","October 31, 2024",,40.6069018,-74.0026543
37146,"AKARX, INC.",,240 LEIGH FARM ROAD SUITE 245 DURHAM NC 27707,,Active,Establishment Status,"December 04, 2018","December 01, 2021","November 30, 2024",,35.9178,-78.98127
39527,AKBER PHARMACY INC.,,95-31 SUTPHIN BLVD JAMAICA NY 11435-4505,QUEENS,Active,Establishment Status,"May 06, 2022","May 06, 2022","April 30, 2025",,40.69773379999999,-73.80569760000002
38858,"AKEBIA THERAPEUTICS, INC.",,245 FIRST STREET STE 1400 CAMBRIDGE MA 02142,,Active,Establishment Status,"April 27, 2021","April 27, 2021","March 31, 2024",,42.363518,-71.0790258
38966,AKORN OPERATING COMPANY LLC,"AKRON, INC.",150 SOUTH WYCKLES ROAD DECATUR IL 62522,,Active,Establishment Status,"November 23, 2021","November 23, 2021","October 31, 2024",,39.8409123,-89.02712670000001
39185,AKORN OPERATING COMPANY LLC,AKORN INC.,5605 CENTERPOINT CT. GURNEE IL 60031,,Active,Establishment Status,"October 08, 2021","October 08, 2021","September 30, 2024",,42.3652722,-87.94113940000001
35617,AKRON GENERICS LLC,AC RX,47 MALL DRIVE UNIT 1 & 2 COMMACK NY 11725,SUFFOLK,Active,Establishment Status,"August 08, 2017","August 01, 2020","July 31, 2023",,40.815619,-73.273699
33268,AKRON PHARMA INC,,373 RT 46 W BLDG E STE117 FAIRFIELD NJ 07004,,Active,Establishment Status,"December 05, 2014","December 01, 2020","November 30, 2023",,40.8822984,-74.29438569999999
25465,"AL KOSTO, INC.",,37-65 90TH STREET JACKSON HEIGHTS NY 11372,QUEENS,Active,Establishment Status,"September 18, 2002","October 01, 2022","September 30, 2025",,40.7486752,-73.87634299999999
39324,"AL-BARAKAH PHARMACY, LLC",,2228 HYLAN BLVD STATEN ISLAND NY 10306,RICHMOND,Active,Establishment Status,"January 13, 2022","January 13, 2022","December 31, 2024",,40.5760139,-74.10349839999999
26231,"ALK ABELLO, INC.",,35 CHANNEL DR. PORT WASHINGTON NY 11050,NASSAU,Active,Establishment Status,"November 12, 2003","November 01, 2021","October 31, 2024",,40.8408969,-73.7031916
34633,ALK-ABELLO INC.,,2 CHANNEL DR. PORT WASHINGTON NY 11050,NASSAU,Active,Establishment Status,"January 10, 2017","January 01, 2023","December 31, 2025",,40.8407477,-73.70162839999999
39351,"ALK-ABELLO, INC.",,2 CHANNEL DRIVE ROOM 156 PORT WASHINGTON NY 11050,NASSAU,Active,Establishment Status,"March 17, 2022","March 17, 2022","February 28, 2025",,40.8407477,-73.70162839999999
35159,"ALKERMES, INC.",,265 OLINGER CIRCLE WILMINGTON OH 45177,,Active,Establishment Status,"December 14, 2016","December 01, 2022","November 30, 2025",,39.4369348,-83.8053654
30436,ALMARK PHARMACY INC.,ALMARK PHARMACY,2094 LINDEN BLVD. BROOKLYN NY 11207,KINGS,Active,Establishment Status,"December 15, 2010","December 01, 2022","November 30, 2025",,40.6605226,-73.8851533
37386,AMERISOURCE HEALTH SERVICES LLC,AMERICAN HEALTH PACKAGING,2250-A JOHN GLENN AVE. COLUMBUS OH 43217,,Active,Establishment Status,"April 03, 2019","April 01, 2022","March 31, 2025",,39.8269331,-82.9398253
37303,"AMERITA OF NEW YORK, LLC",AMERITA,75 NASSAU TERMINAL RD. SUITE 100 NEW HYDE PARK NY 11040-4927,NASSAU,Active,Establishment Status,"March 27, 2019","March 01, 2022","February 28, 2025",,40.7343535,-73.6733666
39257,AMK PHARMACY LLC,CRESTON PHARMACY,29 EAST 198TH ST BRONX NY 10468,BRONX,Active,Establishment Status,"March 29, 2022","March 29, 2022","February 28, 2025",,40.8709571,-73.8918229
28971,"AMNEAL PHARMACEUTICALS OF NEW YORK, LLC",,50 HORSEBLOCK RD BROOKHAVEN NY 11719,SUFFOLK,Active,Establishment Status,"July 09, 2008","July 01, 2020","June 30, 2023",,40.8015349,-72.9261157
28972,"AMNEAL PHARMACEUTICALS OF NEW YORK, LLC",AMNEAL PHARMACEUTICALS,75 ADAMS AVE HAUPPAUGE NY 11788,SUFFOLK,Active,Establishment Status,"July 09, 2008","July 01, 2020","June 30, 2023",,40.8183072,-73.25496249999999
33995,"AMNEAL PHARMACEUTICALS OF NEW YORK, LLC.",,19 NICHOLAS DRIVE YAPHANK NY 11980,SUFFOLK,Active,Establishment Status,"March 31, 2016","March 01, 2022","February 28, 2025",,40.8257878,-72.94715599999999
33182,AMS PHARMACY INC.,TWIN PARKS PHARMACY AND SURGICAL SUPPLIES,817 EAST 180TH STREET BRONX NY 10460,BRONX,Active,Establishment Status,"December 16, 2014","December 01, 2020","November 30, 2023",,40.8464947,-73.8851048
37705,"ANIKA THERAPEUTICS, INC.",,32 WIGGINS AVE BEDFORD MA 01730,,Active,Establishment Status,"August 29, 2019","August 01, 2022","July 31, 2025",,42.48034450000001,-71.2663501
17576,ANIL PHARMACY INC.,KINGSBRIDGE PHARMACY,229 EAST KINGSBRIDGE RD. BRONX NY 10458,BRONX,Active,Establishment Status,"September 24, 1982","October 01, 2022","September 30, 2025",,40.8650084,-73.8936812
35562,5407 PHARMACY INC.,LUTHERAN PHARMACY,5407 2ND AVE. BROOKLYN NY 11220-2669,KINGS,Active,Establishment Status,"July 11, 2017","July 01, 2020","June 30, 2023",,40.64658300000001,-74.0192788
13502,"63 LEE AVE. PHARMACY, INC.",,63 LEE AVE. BROOKLYN NY 11211,KINGS,Active,Establishment Status,"October 01, 1971","November 01, 2022","October 31, 2025",,40.7059096,-73.9598275
37844,A & S CARE LLC,RELION PHARMACY,1607 WILLIAMSBRIDGE ROAD BRONX NY 10461,BRONX,Active,Establishment Status,"December 17, 2019","December 01, 2022","November 30, 2025",,40.8471913,-73.8494894
22701,A & Z PHARMACEUTICAL INC.,,180 OSER AVE. HAUPPAUGE NY 11788,SUFFOLK,Active,Establishment Status,"February 23, 1996","March 01, 2022","February 28, 2025",,40.818135,-73.25230130000001
35304,A & Z PHARMACEUTICAL INC.,,350 WIRELESS BLVD. HAUPPAUGE NY 11788,SUFFOLK,Active,Establishment Status,"March 28, 2017","March 01, 2020","February 28, 2023",,40.8147203,-73.26197960000002
39050,A PLUS PHARMACY & MEDICAL SUPPLY LLC,,1303 SE 17TH STREET STE D1 FORT LAUDERDALE FL 33316,,Active,Establishment Status,"August 06, 2021","August 06, 2021","July 31, 2024",,26.101014,-80.1303296
17993,"A & R PHARMACY, INC.",SQUARE PHARMACY,40-04 104TH STREET CORONA NY 11368,QUEENS,Active,Establishment Status,"November 30, 1983","December 01, 2022","November 30, 2025",,40.7495577,-73.8616662
30588,AL-HAQQ PHARMACY INC.,,75-07 101ST AVE OZONE PARK NY 11416,QUEENS,Active,Establishment Status,"March 14, 2011","March 01, 1923","February 28, 2026",,40.6799285,-73.86204839999999
35579,ALLERQUEST LLC,,10 FARMINGTON VALLEY DR SUITE 106 PLAINVILLE CT 06062,,Active,Establishment Status,"July 28, 2017","July 01, 2020","June 30, 2023",,41.6938199,-72.86235479999999
27913,AMERIWAY PHARMACY INC.,QUALIMEDS PHARMACY,2272 86TH STREET BROOKLYN NY 11214,KINGS,Active,Establishment Status,"September 13, 2006","August 01, 2021","July 31, 2024",,40.6006874,-73.9921739
29174,ANI PHARMACEUTICALS INC,ANIP ACQUISITION COMPANY,ANIP ACQUISITION COMPANY 210 MAIN ST WEST BAUDETTE MN 56623,,Active,Establishment Status,"September 30, 2008","September 01, 2020","August 31, 2023",,48.714475,-94.61951239999999
36602,"ANIMAL HEALTH LOGISTICS, LLC",EPIQ ANIMAL HEALTH,400 METRO PLACE N SUITE 360 DUBLIN OH 43017,,Active,Establishment Status,"April 12, 2018","April 01, 2021","March 31, 2024",,40.0961405,-83.1269308
37094,"AQUESTIVE THERAPEUTICS, INC.",,30 TECHNOLOGY DRIVE WARREN NJ 07059,,Active,Establishment Status,"November 15, 2018","November 01, 2021","October 31, 2024",,40.6333479,-74.5062025
33982,ARU PHARMA INC.,QPACK,696 LOCUST ST. MOUNT VERNON NY 10552,WESTCHESTER,Active,Establishment Status,"March 04, 2016","March 01, 2022","February 28, 2025",,40.9262831,-73.8392738
26431,"AYUSH, LLC",QUEENS DRUGS &,80-04 BAXTER AVE. ELMHURST NY 11373,QUEENS,Active,Establishment Status,"January 15, 2004","February 01, 2022","January 31, 2025",,40.7439782,-73.88469959999999
32517,BARTHS OF EAST QUOGUE INC.,BARTHS PHARMACY,424 MONTAUK HIGHWAY EAST QUOGUE NY 11942,SUFFOLK,Active,Establishment Status,"May 09, 2014","May 01, 2020","April 30, 2023",,40.8514337,-72.5723186
38289,BED-STUY PHARMACY NY LLC,QUICK RX,1458 FULTON ST BROOKLYN NY 11216,KINGS,Active,Establishment Status,"January 25, 2021","January 25, 2021","December 31, 2023",,40.6798512,-73.9425598
22796,BETH ISRAEL MEDICAL CENTER INC,MOUNT SINAI DOWNTOWN UNION SQUARE,CENTER PHARMACY 10 UNION SQ. E. STE 4B08 NEW YORK NY 10003,NEW YORK,Active,Establishment Status,"January 12, 1996","February 01, 2022","January 31, 2025",,40.7348077,-73.9897257
38260,BLONDELL RX NY LLC,QUICK RX SPECIALTY PHARMACY,1642 EASTCHESTER RD. BRONX NY 10461,BRONX,Active,Establishment Status,"December 22, 2020","December 22, 2020","November 30, 2023",,40.8454022,-73.8447122
38234,BLONDELL RX NY LLC,QUICK RX,1047 SURF AVE. 2ND FLOOR BROOKLYN NY 11224,KINGS,Active,Establishment Status,"February 05, 2021","February 05, 2021","January 31, 2024",,40.5758274,-73.97946759999999
38235,BLONDELL RX NY LLC,QUICK RX,1047 SURF AVE. 2ND FLOOR BROOKLYN NY 11224,KINGS,Active,Establishment Status,"February 05, 2021","February 05, 2021","January 31, 2024",,40.5758274,-73.97946759999999
34259,"BOUTIQUE LTC DRUGS, INC.",MEDSPLUS PHARMACY + SURGICAL SUPPLY,531 GRAMATAN AVENUE MOUNT VERNON NY 10552,WESTCHESTER,Active,Establishment Status,"December 18, 2015","December 01, 2021","November 30, 2024",,40.9252254,-73.8357954
101136,BRISTOL-MYERS SQUIBB CO.,,WORLDWIDE MEDICINES GROUP 6000 THOMPSON RD. EAST SYRACUSE NY 13057-5050,ONONDAGA,Active,Establishment Status,"January 01, 1960","February 01, 2022","January 31, 2025",,43.0629103,-76.08623539999999
25316,"CARA EQUIPMENT & SUPPLY COMPANY, INC., THE",CARA MEDICAL,739 ENGLEWOOD AVENUE BUFFALO NY 14223-2406,ERIE,Active,Establishment Status,"July 26, 2002","August 01, 2022","July 31, 2025",,42.9663692,-78.8450321
39680,CEQUR CORP.,,355 SOUTH MAIN STREET 1ST & 2ND FLOOR GREENVILLE SC 29601,,Active,Establishment Status,"September 16, 2022","September 16, 2022","August 31, 2025",,34.8470066,-82.4002233
38085,"CHAUTAUQUA CENTER, INC. THE",WATERFRONT PHARMACY,107 INSTITUTE ST. JAMESTOWN NY 14701,CHAUTAUQUA,Active,Establishment Status,"September 14, 2020","September 14, 2020","August 31, 2023",,42.093018,-79.2347181
39946,"CHAUTAUQUA CENTER, INC., THE",WATERFRONT PHARMACY,75 E THIRD ST DUNKIRK NY 14048,CHAUTAUQUA,Active,Establishment Status,"January 25, 2023","January 25, 2023","December 31, 2025",,42.4851219,-79.33121899999999
17294,CHAUTAUQUA COUNTY CHAPTER NYSARC INC.,THE RESOURCE CENTER PHARMACY,C/O PHARMACY 712 WEST 8TH STREET JAMESTOWN NY 14701,CHAUTAUQUA,Active,Establishment Status,"October 26, 1981","November 01, 2022","October 31, 2025",,42.0983662,-79.25153329999999
33175,COAST QUALITY PHARMACY LLC,ANAZAOHEALTH,5710 HOOVER BLVD TAMPA FL 33634,,Active,Establishment Status,"October 08, 2014","October 01, 2020","September 30, 2023",,28.0005338,-82.5346553
33176,COAST QUALITY PHARMACY LLC,ANAZAOHEALTH,5710 HOOVER BLVD TAMPA FL 33634,,Active,Establishment Status,"October 08, 2014","October 01, 2020","September 30, 2023",,28.0005338,-82.5346553
33174,COAST QUALITY PHARMACY LLC,ANAZAOHEALTH,5710 HOOVER BLVD TAMPA FL 33634,,Active,Establishment Status,"October 08, 2014","October 01, 2020","September 30, 2023",,28.0005338,-82.5346553
31090,DPR EQUITY INC.,THE MEDICINE SHOPPE,1987 STATE ROUTE 52 LIBERTY NY 12754,SULLIVAN,Active,Establishment Status,"January 26, 2012","January 01, 2021","December 31, 2023",,41.78445869999999,-74.7249738
33935,"DSQUARED PHARMACEUTICALS, INC",,4050 E COTTON CENTER BLVD SUITE 63 PHOENIX AZ 85040,,Active,Establishment Status,"August 28, 2015","August 01, 2021","July 31, 2024",,33.4050328,-111.9930089
27054,DULARI CORP.,QUEENS DRUGS & SURGICAL,146-14 JAMAICA AVENUE JAMAICA NY 11435,QUEENS,Active,Establishment Status,"February 04, 2005","February 01, 2023","January 31, 2026",,40.7015624,-73.8084106
32816,E.R.SQUIBB & SONS LLC,,4931 GEORGE ROAD TAMPA FL 33634,,Active,Establishment Status,"May 20, 2014","May 01, 2020","April 30, 2023",,27.9922689,-82.5486399
39944,EPIQ SCRIPTS LLC,EPIQ SCRIPTS,465 W PRESIDENT GEORGE BUSH HWY STE 240 RICHARDSON TX 75080,,Active,Establishment Status,"November 07, 2022","November 07, 2022","October 31, 2025",,33.0026395,-96.7243967
30006,"EQ DETROIT, INC.",,1923 FREDERICK ST DETROIT MI 48211,,Active,Establishment Status,"February 19, 2010","February 01, 2022","January 31, 2025",,42.36624459999999,-83.04727600000001
30165,EQUAL CARE III LLC.,,40-59 COLLEGE POINT BLVD. FLUSHING NY 11354,QUEENS,Active,Establishment Status,"June 14, 2010","June 01, 2022","May 31, 2025",,40.7565816,-73.833429
27486,"EQUAL CARE PHARMACY, INC",,753 E 5TH ST NEW YORK NY 10009,NEW YORK,Active,Establishment Status,"October 06, 2005","October 01, 2020","September 30, 2023",,40.7220683,-73.97743679999999
26630,"EQUAL CARE US, INC.",,133-42 39TH AVENUE UNIT 208 FLUSHING NY 11354,QUEENS,Active,Establishment Status,"May 14, 2004","June 01, 2022","May 31, 2025",,40.759141,-73.8321694
32935,EQUATOR PHARMA INC.,,389 DAVISON RD. STORE #1 LOCKPORT NY 14094,NIAGARA,Active,Establishment Status,"June 24, 2014","June 01, 2020","May 31, 2023",,43.167195,-78.6654425
39366,ERH RX CORP.,QUISQUEYA PHARMACY,174 AUDUBON AVE NEW YORK NY 10033,NEW YORK,Active,Establishment Status,"February 15, 2022","February 15, 2022","January 31, 2025",,40.8440366,-73.9360248
33524,ERX PHARMACEUTICAL LLC.,QWIK MEDS,159-161 RALPH AVE. BROOKLYN NY 11233,KINGS,Active,Establishment Status,"May 20, 2015","May 01, 2021","April 30, 2024",,40.6844751,-73.9228703
37293,ESQUIRE PHARMACY INC.,ESQUIRE PHARMACY,277 1ST. AVE. NEW YORK NY 10003,NEW YORK,Active,Establishment Status,"March 15, 2019","March 01, 2022","February 28, 2025",,40.7326203,-73.9819699
30278,FAIR CARE PHARMACY INC.,IQRA PHARMACY & SURGICALS,1094 FLATBUSH AVE. BROOKLYN NY 11226-6198,KINGS,Active,Establishment Status,"August 26, 2010","August 01, 2022","July 31, 2025",,40.6436804,-73.9581049
33324,FFP ACQUISITION II LLC,BIOMATRIX SPECIALTY PHARMACY TN,8024 STAGE HILLS BLVD SUITE 107 BARTLETT TN 38133,,Active,Establishment Status,"October 21, 2015","October 01, 2021","September 30, 2024",,35.2084979,-89.79512079999999
33536,FK PHARMACY INC.,QV PHARMACY,214-09 JAMAICA AVE. QUEENS VILLAGE NY 11428-1726,QUEENS,Active,Establishment Status,"April 03, 2015","April 01, 2021","March 31, 2024",,40.71667559999999,-73.7436481
20936,FRANKLIN SQUARE PHARMACY INC.,,925 HEMPSTEAD TPKE. FRANKLIN SQUARE NY 11010,NASSAU,Active,Establishment Status,"May 03, 1991","June 01, 2022","May 31, 2025",,40.70715819999999,-73.6745242
36571,GETTY SQUARE PHARMACY INC,,1 SOUTH BROADWAY YONKERS NY 10701,WESTCHESTER,Active,Establishment Status,"May 01, 2018","May 01, 2021","April 30, 2024",,40.9338578,-73.8981712
20825,HAGH PRESCRIPTION HEADQUARTERS INC.,RITE-WAY DRUGS,369 1ST. AVENUE NEW YORK NY 10010,NEW YORK,Active,Establishment Status,"January 02, 1991","February 01, 2022","January 31, 2025",,40.7360311,-73.9793842
38589,"HEALTH QUEST PHARMACY, INC.",,3007 31ST AVE. ASTORIA NY 11106-2404,QUEENS,Active,Establishment Status,"December 30, 2020","December 30, 2020","November 30, 2023",,40.7646669,-73.9237443
30403,HF ACQUISITION CO. LLC,,11629 49TH PLACE W MUKLITEO WA 98275,,Active,Establishment Status,"October 18, 2010","October 01, 2022","September 30, 2025",,47.8922848,-122.2946937
33690,IQ DENTAL SUPPLY LLC,,353 ROUTE 46 WEST BLDG C SUITE 120 FAIRFIELD NJ 07004,,Active,Establishment Status,"May 19, 2015","May 01, 2021","April 30, 2024",,40.8815984,-74.2952292
37220,"IRONDEQUOIT PHARMACY, LLC",,545 TITUS AVE. ROCHESTER NY 14617-3514,MONROE,Active,Establishment Status,"March 22, 2019","March 01, 2022","February 28, 2025",,43.2097649,-77.601976
21319,JAS PHARMACY INC.,SIMELSON SQUARE PHARMACY,52 WESTCHESTER SQUARE BRONX NY 10461-3526,BRONX,Active,Establishment Status,"June 04, 1992","July 01, 2022","June 30, 2025",,40.8419161,-73.8434819
33643,JHC ACQUISITION LLC,OMNICARE OF NORTHERN ILLINOIS,2313 S MOUNT PROSPECT RD DES PLAINES IL 60018,,Active,Establishment Status,"April 22, 2015","April 01, 2021","March 31, 2024",,42.0120787,-87.9188456
34942,JOHNS HOPKINS PHARMAQUIP INC.,,5901 HOLABIRD AVE. STE A BALTIMORE MD 21224-6015,,Active,Establishment Status,"April 12, 2017","April 01, 2020","March 31, 2023",,39.269844,-76.5450439
38145,"KEYSOURCE ACQUISITION, LLC",KEYSOURCE,7800 PALACE DR STE 200 CINCINNATI OH 45249,,Active,Establishment Status,"March 04, 2020","March 01, 1923","February 28, 2026",,39.2759007,-84.3543692
37033,59 STREET RX INC.,59 ST PHARMACY,5816 4TH AVE. BROOKLYN NY 11220,KINGS,Active,Establishment Status,"December 12, 2018","December 01, 2021","November 30, 2024",,40.6418486,-74.0179167
27438,5TH AVENUE PHARMACY INC.,,4818 5TH AVENUE BROOKLYN NY 11220,KINGS,Active,Establishment Status,"September 27, 2005","September 01, 2020","August 31, 2023",,40.6459896,-74.0097455
33310,7TH AVENUE PHARMACY INC.,,5412 7TH AVENUE BROOKLYN NY 11220-3123,KINGS,Active,Establishment Status,"January 23, 2015","January 01, 2021","December 31, 2023",,40.6400845,-74.0087355
25929,86TH STREET COMMUNITY PHARMACY CORP.,,2789 86TH ST. BROOKLYN NY 11223,KINGS,Active,Establishment Status,"May 28, 2003","June 01, 2022","May 31, 2025",,40.59343519999999,-73.9793069
21082,731 PHARMACY CORP.,IVAN PHARMACY,691 COLUMBUS AVENUE NEW YORK NY 10025,NEW YORK,Active,Establishment Status,"August 27, 1991","September 01, 2022","August 31, 2025",,40.7910592,-73.9683932
29851,A AND V PHARMACY INC.,,8501 FOURTH AVENUE BROOKLYN NY 11209,KINGS,Active,Establishment Status,"December 21, 2009","December 01, 2021","November 30, 2024",,40.6233509,-74.0278481
37398,A&S MADISON AVE INC.,RITE HOPE PHARMACY,1793A MADISON AVE. NEW YORK NY 10035,NEW YORK,Active,Establishment Status,"January 22, 2020","January 01, 2023","December 31, 2025",,40.8011361,-73.9438371
37225,ACM PHARMACY INC.,ROOSEVELT CHEMISTS,53-11 ROOSEVELT AVE. WOODSIDE NY 11377-4328,QUEENS,Active,Establishment Status,"April 05, 2019","April 01, 2022","March 31, 2025",,40.7446882,-73.9111537
31170,"ACME DELIVERY SERVICE, INC.",,18101 EAST COLFAX AVE AURORA CO 80011,,Active,Establishment Status,"February 02, 2012","February 01, 2021","January 31, 2024",,39.74169759999999,-104.7746406
25892,ACTAVIS ELIZABETH LLC,,200 ELMORA AVENUE ELIZABETH NJ 07207,,Active,Establishment Status,"April 14, 2003","March 01, 2021","February 29, 2024",,40.6642271,-74.2361823
26190,"ACTAVIS LABORATORIES UT, INC.",,575/577/579 CHIPETA WAY SALT LAKE CITY UT 84108,,Active,Establishment Status,"August 04, 2003","July 01, 2021","June 30, 2024",,40.75622,-111.8235552
28729,"ACTAVIS LABORATORIES, INC.",,4955 ORANGE DRIVE DAVIE FL 33314,,Active,Establishment Status,"January 17, 2008","January 01, 2023","December 31, 2025",,26.0673484,-80.2131338
31950,ACTAVIS LLC,,47 BRUNSWICK AVE EDISON NJ 08817,,Active,Establishment Status,"April 09, 2013","April 01, 2022","March 31, 2025",,40.530438,-74.4016316
37791,ADVAGEN PHARMA LTD,,666 PLAINSBORO ROAD SUITE 605 PLAINSBORO NJ 08536,,Active,Establishment Status,"October 01, 2019","October 01, 2022","September 30, 2025",,40.327105,-74.574288
38971,ADVANCE HEALTH RX INC,,401 E 187TH ST BRONX NY 10458-5705,BRONX,Active,Establishment Status,"July 14, 2021","July 14, 2021","June 30, 2024",,40.8587427,-73.89360660000001
20005,ADVANCE PHARMACEUTICAL INC.,,895 WAVERLY AVE. HOLTSVILLE NY 11742,SUFFOLK,Active,Establishment Status,"November 07, 1988","November 01, 2021","October 31, 2024",,40.80625999999999,-73.0423859
34576,ADVANCE PHARMACY SERVICE,,4910 N ARMENIA AVE TAMPA FL 33603,,Active,Establishment Status,"April 11, 2016","April 01, 2022","March 31, 2025",,27.9907832,-82.484741
34862,"ADVANCED ACCELERATOR APPLICATIONS USA, INC.",,57 E. WILLOW STREET MILLBURN NJ 07041,,Active,Establishment Status,"July 20, 2016","July 01, 2022","June 30, 2025",,40.71643419999999,-74.30329979999999
33142,ADVANCED ASIAN PHARMACY LLC.,AA PHARMACY,849 57TH STREET 1ST FLOOR BROOKLYN NY 11220,KINGS,Active,Establishment Status,"November 19, 2014","November 01, 2020","October 31, 2023",,40.6366327,-74.00630389999999
35442,ADVANCED CARE ASSOCIATES LLC,ACA PHARMACY,7 CHATHAM SQUARE RM700 NEW YORK NY 10038,NEW YORK,Active,Establishment Status,"April 24, 2017","April 01, 2020","March 31, 2023",,40.713929,-73.998209
35443,ADVANCED CARE ASSOCIATES LLC,ACA PHARMACY,7 CHATHAM SQUARE RM700 NEW YORK NY 10038,NEW YORK,Active,Establishment Status,"April 24, 2017","April 01, 2020","March 31, 2023",,40.713929,-73.998209
38224,A&W PHARMACY LLC,A&W PHARMACY,171 E. MAIN ST DUCHESNE UT 84021,,Active,Establishment Status,"May 14, 2020","May 14, 2020","April 30, 2023",,40.1640248,-110.3993065
37545,A-TOWN PHARMACY LLC,,3919 4TH AVE. BROOKLYN NY 11232,KINGS,Active,Establishment Status,"September 19, 2019","September 01, 2022","August 31, 2025",,40.6520444,-74.0063227
33083,AAA PHARMACY AND MEDICAL SUPPLY INC.,HEALTH IS WEALTH,1926 KINGS HIGHWAY BROOKLYN NY 11229,KINGS,Active,Establishment Status,"October 01, 2014","October 01, 2020","September 30, 2023",,40.6104521,-73.95386800000001
38456,ADVANCED RX SOLUTIONS LLC,MILLTOWN PHARMACY,21 N MAIN ST MILLTOWN NJ 08850,,Active,Establishment Status,"September 11, 2020","September 11, 2020","August 31, 2023",,40.451732,-74.4380218
304193,"AGL WELDING SUPPLY CO., INC.",,5281 ROUTE 9W NORTH NEWBURGH NY 12550-1321,ORANGE,Active,Establishment Status,"December 21, 1979","January 01, 2022","December 31, 2024",,41.5514137,-74.0057518
32225,ALBANY MEDICAL CENTER WAREHOUSE,,C/O WAREHOUSE 1275 BROADWAY MENANDS NY 12204-2638,ALBANY,Active,Establishment Status,"August 09, 2013","August 01, 2022","July 31, 2025",,42.6733915,-73.7358664
38186,"ALERACARE WHOLESALE, LLC",,4045 E. BELL RD STE 133 PHOENIX AZ 85032,,Active,Establishment Status,"April 02, 2020","April 02, 2020","March 31, 2023",,33.6396818,-111.994707
22136,ALL GAS & WELDING SUPPLY CO. INC.,,1 PLEASANTVIEW AVE. P.O. BOX 1388 MONTICELLO NY 12701-1388,SULLIVAN,Active,Establishment Status,"June 13, 1994","July 01, 2022","June 30, 2025",,41.6518685,-74.67309209999999
39610,"ALL WELL PHARMACY, INC.",,6002 7TH AVENUE BROOKLYN NY 11220,KINGS,Active,Establishment Status,"June 28, 2022","June 28, 2022","May 31, 2025",,40.63671,-74.01209399999999
39988,ALPINE RX INC.,CROWN PHARMACY,66 DEER SHORE SQUARE NORTH BABYLON NY 11703,SUFFOLK,Active,Establishment Status,"January 13, 2023","January 13, 2023","December 31, 2025",,40.7488427,-73.3232434
39580,ALWAYS RX PHARMACY INC.,ALWAYS RX COMPOUNDING PHARMACY,2001 WESTWOOD BLVD LOS ANGELES CA 90025,,Active,Establishment Status,"April 22, 2022","April 22, 2022","March 31, 2025",,34.046474,-118.4342881
29398,AMBEE DRUG CORP.,GRANDVIEW PHARMACY,590 GRANDVIEW AVE RIDGEWOOD NY 11385,QUEENS,Active,Establishment Status,"April 06, 2009","April 01, 2021","March 31, 2024",,40.7083313,-73.905808
37275,AMERICAN PHARMA CORP.,AMERICAN PHARMA WHOLESALE,619 CROUCH STREET SUITE 200 OCEANSIDE CA 92054,,Active,Establishment Status,"January 30, 2019","January 01, 2022","December 31, 2024",,33.1957,-117.3539813
39017,AMWELL PHARMACY INC,,438 ROUTE 206 UNIT 3 HILLSBOROUGH NJ 08844,,Active,Establishment Status,"July 20, 2021","July 20, 2021","June 30, 2024",,40.5031373,-74.6448121
38420,ANLA MGMT CORP,ABSOLUTE WELLNESS PHARMACY,19720 VENTURA BLVD UNIT 100 WOODLAND HILLS CA 91364,,Active,Establishment Status,"August 25, 2020","August 25, 2020","July 31, 2023",,34.1717586,-118.5632091
10413,ANTHONY-BROWN PHARMACY INC.,,4328 S. BUFFALO ST. ORCHARD PARK NY 14127,ERIE,Active,Establishment Status,"January 02, 1964","February 01, 2022","January 31, 2025",,42.7655343,-78.7444861
35752,APOLLO PHARMA INC.,EAST BROADWAY PHARMACY,98 EAST BROADWAY 1F NEW YORK NY 10002,NEW YORK,Active,Establishment Status,"September 19, 2017","September 01, 2020","August 31, 2023",,40.7140911,-73.9934248
33984,"APOTHECO PHARMACY NEW YORK, LLC.",APOTHECO PHARMACY MANHATTAN,462 2ND AVE. NEW YORK NY 10016,NEW YORK,Active,Establishment Status,"December 04, 2015","December 01, 2021","November 30, 2024",,40.7399505,-73.9789431
34770,ARBOR HOLDINGS LLC,FRANWIN PHARMACY MINEOLA SURGICAL,127 MINEOLA BLVD MINEOLA NY 11501,NASSAU,Active,Establishment Status,"July 21, 2016","July 01, 2022","June 30, 2025",,40.7423942,-73.6408879
34615,ARBOR HOLDINGS LLC,FRANWIN PHARMACY MINEOLA SURGICAL,127 MINEOLA BLVD MINEOLA NY 11501,NASSAU,Active,Establishment Status,"June 10, 2016","June 01, 2022","May 31, 2025",,40.7423942,-73.6408879
39296,86ST RX INC.,,2041 86TH ST UNIT A2 BROOKLYN NY 11214,KINGS,Active,Establishment Status,"January 26, 2022","January 26, 2022","December 31, 2024",,40.6040987,-73.9969946
37580,923 RX INC,ZAMZAM PHARMACY,524 MORRIS AVE BRONX NY 10451-5536,BRONX,Active,Establishment Status,"July 23, 2019","July 01, 2022","June 30, 2025",,40.81682259999999,-73.92284939999999
