registration_number,legal_name,trade_name,address,county,status,status_label,date_first_registered,date_registered_begins,registered_through,deleted_date
018269,306 SUMNER PHARMACY INC.,,306 SUMNER AVE. BROOKLYN NY 11221,KINGS,Discontinued,Establishment Status,"September 05, 1984",,"December 08, 1993","December 08, 1993"
034410,30TH AVENUE PHARMACY INC.,,35-06 30TH AVENUE ASTORIA NY 11103-4623,QUEENS,Active,Establishment Status,"March 31, 2016","March 01, 2022","February 28, 2025",
031804,3110 CUIDAMED PHARMACY INC.,FARMACIA CUIDA RX MED PHARMACY,3110 THIRD AVE. BRONX NY 10451,BRONX,Transfer,Establishment Status,"June 19, 2013","June 01, 2016","October 31, 2018","October 31, 2018"
027550,31ST & 3RD PHARMACY INC.,AVITA PHARMACY 1063,1860 WALT WHITMAN RD. SUITE 700 MELVILLE NY 11747,SUFFOLK,Active,Establishment Status,"January 31, 2006","January 01, 2021","December 31, 2023",
035103,31ST & 3RD PHARMACY INC.,PARAMOUNT SPECIALTY PHARMACY,1860 WALT WHITMAN RD. MELVILLE NY 11747,SUFFOLK,Discontinued,Establishment Status,"April 04, 2017","April 01, 2020","March 15, 2021","March 15, 2021"
039343,31ST & 3RD PHARMACY INC.,AVITA PHARMACY 1069,307 WEST 38TH ST STE 05-013 NEW YORK NY 10018,NEW YORK,Active,Establishment Status,"April 27, 2022","April 27, 2022","March 31, 2025",
031166,32 PROCTOR PHARMACY INC.,PROCTOR PHARMACY,32 GRAMATAN AVENUE MT. VERNON NY 10550,WESTCHESTER,Discontinued,Establishment Status,"April 25, 2012","April 01, 2018","May 09, 2019","May 09, 2019"
031325,32-24 DRUG CORP.,ATHENA'S PHARMACY,32-84 STEINWAY ST. ASTORIA NY 11103-4006,QUEENS,Active,Establishment Status,"June 06, 2012","June 01, 2021","May 31, 2024",
018297,"331 PENN SUTTER PHARMACY, INC.",,642 SUTTER AVE. BROOKLYN NY 11207,KINGS,Transfer,Establishment Status,"September 26, 1984",,"October 05, 1995","October 05, 1995"
019306,333 SWAN STREET INC.,BUFFALO PHARMACIES,333 SWAN STREET BUFFALO NY 14204,ERIE,Transfer,Establishment Status,"November 24, 1986",,"March 05, 1993","March 05, 1993"
027032,3340 BROADWAY PHARMACY #2 INC.,,3621 BROADWAY NEW YORK NY 10031,NEW YORK,Discontinued,Establishment Status,"February 25, 2005","February 01, 2017","November 27, 2017","November 27, 2017"
022629,"3340 BROADWAY PHARMACY, INC.",,3340 BROADWAY NEW YORK NY 10031,NEW YORK,Discontinued,Establishment Status,"August 23, 1995","September 01, 2013","December 03, 2014","December 03, 2014"
018677,341 DRUG COMPANY INC.,,341 KNICKERBOCKER AVE. BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"June 25, 1985",,"January 19, 1995","January 19, 1995"
018348,343 DRUG MART INC.,ISLAND DRUGS & SURGICALS,343 WANTAGH AVE. LEVITTOWN NY 11756,NASSAU,Discontinued,Establishment Status,"November 05, 1984","January 01, 2005","May 29, 2007","May 29, 2007"
016200,343 PHARMACY INC,GRAMERCY PHARMACY,369 1ST AVE. NEW YORK NY 10010,NEW YORK,Discontinued,Establishment Status,"July 20, 1978",,"March 31, 1989","March 31, 1989"
013282,"353 EMPIRE PHARMACY, INC.",WELLPHA,505 UNION AVE. BROOKLYN NY 11211-1395,KINGS,Active,Establishment Status,"March 24, 1971","April 01, 2022","March 31, 2025",
028449,360 KNICKER CORP.,QUICK RX,360 KNICKERBOCKER AVE BROOKLYN NY 11237,KINGS,Transfer,Establishment Status,"June 18, 2007","June 18, 2007","May 19, 2010","May 19, 2010"
026628,37-17 UNION PHARMACY CORPORATION,UNION PHARMACY,36-32 UNION STREET FLUSHING NY 11354,QUEENS,Active,Establishment Status,"May 24, 2004","May 01, 2022","April 30, 2025",
032780,37TH AVE. PHARMACY INC.,,95-07 ROOSEVELT AVE JACKSON HEIGHTS NY 11372,QUEENS,Discontinued,Establishment Status,"May 05, 2014","May 01, 2020","November 10, 2022","November 10, 2022"
021013,3817 BROADWAY PHARMACY INC.,VIM DRUGS,3835 BROADWAY NEW YORK NY 10032,NEW YORK,Transfer,Establishment Status,"December 26, 1991","January 01, 2014","November 05, 2015","November 05, 2015"
022940,"3817 BROADWAY PHARMACY, INC.",MORGAN PHARMACY,11 EDWARD MORGAN PL. NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"July 11, 1996",,"April 01, 1998","April 01, 1998"
017274,3839 PHARMACY INC.,,"3839 BROADWAY NEW YORK, NY 10032",NEW YORK,Discontinued,Establishment Status,"October 08, 1981",,"January 28, 1991","January 28, 1991"
018867,384 NOSTRAND PHARMACY INC.,,384 NOSTRAND AVE. BROOKLYN NY 11216,KINGS,Discontinued,Establishment Status,"November 13, 1985",,"December 15, 1989","December 15, 1989"
018271,385 KNICKERBOCKER DRUG CORP.,,385 KNICKERBOCKER AVE. BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"September 05, 1984",,"May 01, 1991","May 01, 1991"
027458,"3890 BROADWAY PHARMACY IV, INC",,3898 BROADWAY NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"September 30, 2005","September 01, 2008","April 15, 2009","April 15, 2009"
018894,3906 PHARMACY INC.,MEDICAL ARTS II PHARMACY,3906 13TH AVE. BROOKLYN NY 11218,KINGS,Discontinued,Establishment Status,"November 29, 1985",,"March 20, 1995","March 20, 1995"
022891,"3921 9TH AVE. PHARMACY, INC.",,3921 NINTH AVE. BROOKLYN NY 11232,KINGS,Transfer,Establishment Status,"May 23, 1996","June 01, 2013","April 16, 2014","April 16, 2014"
038184,"1 PLUS PHARMACY, CORP.",,29 EAST BROADWAY NEW YORK NY 10002,NEW YORK,Not Active,Establishment Status,Not On File,,"September 23, 2020","September 23, 2020"
028701,"1 STOP PHARMACY & FOOD MART, INC.",,C/O PHARMACY 71-17 ROOSEVELT AVE JACKSON HEIGHTS NY 11372,QUEENS,Discontinued,Establishment Status,"December 12, 2007","December 12, 2007","March 16, 2009","March 16, 2009"
017003,10 MONROE DRUG CORP.,VILLAGE SHOPPE PHARMACY,61 CATHERINE ST NEW YORK NY 10038,NEW YORK,Transfer,Establishment Status,"December 08, 1980",,"December 07, 1988","December 07, 1988"
036477,106 OZONE PK RX INC,OZONE PHARMACY,106-21 C 97TH ST. OZONE PARK NY 11417,QUEENS,Not Active,Establishment Status,Not On File,,"July 23, 2018","July 23, 2018"
017979,1068 DRUG CORP.,MIDWOOD MEDICAL PHARMACY,1068 FLATBUSH AVE. BROOKLYN NY 11226,KINGS,Discontinued,Establishment Status,"December 09, 1983",,"February 12, 2001","February 12, 2001"
033179,1070 SOUTHERN DRUG LLC,BOCA PHARMACY,1070 SOUTHERN BLVD BRONX NY 10459-2499,BRONX,Active,Establishment Status,"December 01, 2014","December 01, 2020","November 30, 2023",
014817,108TH ST. PHARMACY INC.,3RD AVE. PRESCRIPTION CENTER,1980 THIRD AVE. NEW YORK NY 10029,NEW YORK,Transfer,Establishment Status,"November 30, 1974",,"March 23, 1998","March 23, 1998"
017623,110 NORTH MAIN PHARMACY CORP.,DRUG MART OF NORTH MAIN,110 N. MAIN ST. SPRING VALLEY NY 10977,ROCKLAND,Discontinued,Establishment Status,"November 29, 1982",,"May 22, 1998","May 22, 1998"
017315,"1100 KENMORE AVE., INC.",BUFFALO PHARMACIES,1100 KENMORE AVENUE BUFFALO NY 14216,ERIE,Transfer,Establishment Status,"November 19, 1981",,"March 05, 1993","March 05, 1993"
038019,1105 JTP LLC,GENOME PHARMACY,1105 JERICHO TPKE NEW HYDE PARK NY 11040,NASSAU,Active,Establishment Status,"April 07, 2020","April 07, 2020","March 31, 2023",
022223,1157 BLAKE AVENUE PHARMACY CORP.,EBONY PHARMACY,1157 BLAKE AVE. BROOKLYN NY 11208,KINGS,Discontinued,Establishment Status,"October 19, 1994",,"October 07, 1998","October 07, 1998"
030486,1163 NOSTRAND CORP.,QUICK RX,8401 101ST STREET OZONE PARK NY 11416,QUEENS,Not Active,Establishment Status,Not On File,,"March 10, 2014","March 10, 2014"
022989,119 EINSTEIN PHARMACY INC.,ASSOCIATED PHARMACY,119 EINSTEIN LOOP BRONX NY 10475,BRONX,Discontinued,Establishment Status,"August 15, 1996",,"February 13, 2002","February 13, 2002"
038426,12 MILE ROAD PHARMACY INC.,,3348 12 MILE ROAD BERKLEY MI 48072,,Active,Establishment Status,"August 21, 2020","August 21, 2020","July 31, 2023",
016941,120 E. PROSPECT AVE. DRUG CORP.,"PRESCRIPTION STORE, THE",120 E. PROSPECT AVE. MT. VERNON NY 10550,WESTCHESTER,Discontinued,Establishment Status,"October 29, 1980",,"June 18, 1998","June 18, 1998"
036034,121 CENTRAL PHARMACY CORP,CENTRAL PHARMACY,121 KENT AVE. BROOKLYN NY 11249-2993,KINGS,Transfer,Establishment Status,"January 30, 2018","January 30, 2018","December 01, 2020","December 01, 2020"
027415,1225 FULTON AVENUE PHARMACY INC.,BEST CARE PHARMACY,1967 WESTCHESTER AVE. BRONX NY 10462,BRONX,Transfer,Establishment Status,"December 09, 2005","December 01, 2017","July 13, 2018","July 13, 2018"
018678,1230 FULTON DRUGS CORP.,,1230 FULTON ST BROOKLYN NY 11216,KINGS,Discontinued,Establishment Status,"June 25, 1985",,"January 08, 1990","January 08, 1990"
028767,124 RX CORP.,QUICKRX,157 WEST 124TH ST. NEW YORK NY 10027,NEW YORK,Discontinued,Establishment Status,"January 28, 2008","January 01, 2011","June 27, 2013","June 27, 2013"
018881,13 1/2 PALISADES DRUG CORP.,,3021 3RD AVE. BRONX NY 10455,BRONX,Discontinued,Establishment Status,"November 21, 1985",,"June 26, 1992","June 26, 1992"
016759,130TH ST. COMMUNITY PHARMACY INC.,,301 WEST 130TH ST. NEW YORK NY 10027,NEW YORK,Discontinued,Establishment Status,"April 15, 1980",,"February 01, 1989","February 01, 1989"
034982,1325 FIFTH AVE. DRUGS INC.,OCEANSIDE PHARMACY & SUPERMARKET,3206 MERMAID AVE. BROOKLYN NY 11224-1810,KINGS,Active,Establishment Status,"November 18, 2016","November 01, 2022","October 31, 2025",
015748,133 DRUG CORP.,LAKEVIEW PHARMACY,133 LAKEVIEW AVE. LYNBROOK NY 11563,NASSAU,Active,Establishment Status,"February 19, 1977","March 01, 2022","February 28, 2025",
038860,135 JERICHO PHARMACY CORP,,135 WEST JERICHO TURNPIKE STORE #3 HUNTINGTON STATION NY 11746,SUFFOLK,Active,Establishment Status,"June 28, 2021","June 28, 2021","May 31, 2024",
009951,1350 MADISON AVE. INC.,REXALL DRUGS,1335 MADISON AVE. NEW YORK NY 10128,NEW YORK,Discontinued,Establishment Status,"May 01, 1963",,"December 12, 2002","December 12, 2002"
304410,1351 SOUTHSIDE APOTHECARY LTD.,,1815 SOUTH CLINTON AVE. ROCHESTER NY 14618,MONROE,Discontinued,Establishment Status,"May 20, 1980",,"March 07, 1999","March 07, 1999"
016386,1351 SOUTHSIDE APOTHECARY LTD.,,C/O PHARMACY 1815 S. CLINTON AVE. ROCHESTER NY 14618,MONROE,Transfer,Establishment Status,"March 22, 1979",,"June 07, 1999","June 07, 1999"
027217,"1368 LINDEN BOULEVARD PHARMACY, INC.",LINDEN PHARMACY,1368 LINDEN BOULEVARD BROOKLYN NY 11212,KINGS,Transfer,Establishment Status,"July 11, 2005","July 01, 2008","February 13, 2009","February 13, 2009"
039032,137 MOTT PHARMACY INC.,,137 MOTT STREET NEW YORK NY 10013,NEW YORK,Active,Establishment Status,"August 24, 2021","August 24, 2021","July 31, 2024",
031858,137 PHARMACY CORP.,FAMILY PHARMACY,3 WEST 137TH ST. NEW YORK NY 10037,NEW YORK,Discontinued,Establishment Status,"July 26, 2013","July 26, 2013","February 19, 2015","February 19, 2015"
019084,1394 YORK PHARMACY INC.,ARLIN PHARMACY,1394 YORK AVE NEW YORK NY 10021,NEW YORK,Transfer,Establishment Status,"April 29, 1986",,"June 20, 1990","June 20, 1990"
016123,14 LAWRENCE AVENUE PHARMACY CORP.,LOWE DRUGS,14 LAWRENCE AVE. SMITHTOWN NY 11787,SUFFOLK,Discontinued,Establishment Status,"April 27, 1978",,"April 20, 1988","April 20, 1988"
036579,1400 ST NICHOLAS LLC,SAFE HEART PHARMACY,1400 ST. NICHOLAS AVE. NEW YORK NY 10033,NEW YORK,Active,Establishment Status,"June 22, 2018","June 01, 2021","May 31, 2024",
018809,1401 AVENUE U PHARMACY INC.,AVENUE U PRESCRIPTION CENTER,1401 AVE U BROOKLYN NY 11229,KINGS,Discontinued,Establishment Status,"October 04, 1985",,"July 06, 1999","July 06, 1999"
015396,1413 FULTON ST. PHARMACY INC.,,1413 FULTON ST. BROOKLYN NY 11216,KINGS,Transfer,Establishment Status,"March 01, 1976","April 01, 2007","March 23, 2009","March 23, 2009"
029275,1413 RX CORP.,QUICK RX,1456 FULTON ST. BROOKLYN NY 11216,KINGS,Transfer,Establishment Status,"March 23, 2009","March 01, 2018","February 09, 2021","February 09, 2021"
027656,1491 LEX PHARMACY INC.,LEXINGTON AVE CHEMISTS,1491 LEXINGTON AVENUE NEW YORK NY 10029,NEW YORK,Discontinued,Establishment Status,"February 06, 2006","February 01, 2009","April 27, 2011","April 27, 2011"
021084,1500 MET DRUG INC.,OVAL DRUG,1500 METROPOLITAN AVE. BRONX NY 10462,BRONX,Transfer,Establishment Status,"September 05, 1991","October 01, 2013","July 29, 2015","July 29, 2015"
034109,1525 ALBANY AVE MEAT LLC.,KEYFOOD,1525 ALBANY AVE. BROOKLYN NY 11210,KINGS,Not Active,Establishment Status,Not On File,,"December 30, 2015","December 30, 2015"
029684,158 RX CORP.,QUICK RX,11 EDWARD MORGAN PLACE NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"August 25, 2009","August 25, 2009","June 24, 2010","June 24, 2010"
019357,158-14 DRUG CORP.,CASTLE PHARMACY,158-14 CROSS BAY BLVD. HOWARD BEACH NY 11414,QUEENS,Transfer,Establishment Status,"January 30, 1987",,"December 23, 1988","December 23, 1988"
026148,"158TH ST. NEIGHBORHOOD PHARMACY, LLC",,3103 3RD AVENUE BRONX NY 10457,FULTON,Discontinued,Establishment Status,"September 22, 2003","January 01, 2005","October 26, 2007","October 26, 2007"
026726,"15W PHARMACY-EDISON, INC.",15W PHARMACY EDISON DEPT,95 NEWFIELD AVENUE EDISON NJ 08837,,Transfer,Establishment Status,"May 17, 2004","May 01, 2007","January 17, 2008","January 17, 2008"
027268,161 ST. PHARMACY INC.,161 ST. PHARMACY & DISCOUNT STORE,275 EAST 161ST. ST. BRONX NY 10451,BRONX,Transfer,Establishment Status,"August 18, 2005","August 01, 2017","April 25, 2018","April 25, 2018"
029665,1622 VOORHIES AVE PHARMACY INC.,SUNSHINE PHARMACY,1622 VOORHIES AVE BROOKLYN NY 11235,KINGS,Active,Establishment Status,"October 05, 2009","October 01, 2021","September 30, 2024",
019442,163 BROADWAY INC.,BROADWAY PRESCRIPTION CENTER,163 BROADWAY BUFFALO NY 14204,ERIE,Transfer,Establishment Status,"May 19, 1987",,"February 07, 1990","February 07, 1990"
013277,167 STREET PRESCRIPTION CENTER INC.,UNIVERSAL PRESCRIPTION CENTER,112 E. 167TH ST. BRONX NY 10452,BRONX,Discontinued,Establishment Status,"April 03, 1971","May 01, 2010","December 28, 2012","December 28, 2012"
019323,1698 86TH STREET PHARMACY CORP.,BENSONHURST PHARMACY,1698 86TH ST. BROOKLYN NY 11214,KINGS,Discontinued,Establishment Status,"December 01, 1986",,"April 08, 1996","April 08, 1996"
021107,1717 SHERIDAN DRIVE BAZAAR SUPERMARKET CO.,BELLS PHARMACY,1717 SHERIDAN DR. TONAWANDA NY 14223,ERIE,Transfer,Establishment Status,"October 16, 1991",,"May 17, 1993","May 17, 1993"
020635,1717 SHERIDAN DRIVE SUPERMARKET CO.,BELLS PHARMACY,1717 SHERIDAN DRIVE TONAWANDA NY 14223,ERIE,Transfer,Establishment Status,"October 01, 1990",,"October 16, 1991","October 16, 1991"
020853,1717-1721 AVE. U CORP.,MORRIS DRUGS,1717-1721 AVENUE U BROOKLYN NY 11229,KINGS,Transfer,Establishment Status,"February 27, 1991","January 01, 2005","March 15, 2005","March 15, 2005"
020952,1725 FOSTER DRUG CORP.,WILLNER DRUG,1725 FOSTER AVE. BROOKLYN NY 11230,KINGS,Discontinued,Establishment Status,"July 31, 1991",,"March 25, 2004","March 25, 2004"
039423,173 PHARMACY CORP.,,572 W 173RD ST NEW YORK NY 10032,NEW YORK,Active,Establishment Status,"April 07, 2022","April 07, 2022","March 31, 2025",
019502,"1733 PRESCRIPTIONS, LTD.",,1701-1703 MACOMBS RD. BRONX NY 10453,BRONX,Discontinued,Establishment Status,"July 29, 1987",,"April 05, 1996","April 05, 1996"
023712,1746 PHARMACY CORP.,,524 CLARKSON AVENUE BROOKLYN NY 11432,KINGS,Not Active,Establishment Status,Not On File,,"January 01, 1999","January 01, 1999"
016591,"1746 PHARMACY, CORP.",CLARKSON PHARMACY,524 CLARKSON AVE. BROOKLYN NY 11203,KINGS,Active,Establishment Status,"October 24, 1979","November 01, 2022","October 31, 2025",
039842,175 JERICHO PHARMACY CORP,SYOSSET PHARMACY,175 JERICHO TURNPIKE WEST LOBBY SUITE SYOSSET NY 11791,NASSAU,Not Active,Establishment Status,Not On File,,"October 11, 2022","October 11, 2022"
036613,175 JERICHO PHARMACY CORP.,SYOSSET PHARMACY,175 JERICHO TPKE. WEST LOBBY SUITE SYOSSET NY 11791-4532,NASSAU,Active,Establishment Status,"May 24, 2018","May 01, 2021","April 30, 2024",
016468,1772 COLVIN PHARMACY INC.,ASK ME PHARMACY OF KENMORE,1770 COLVIN BLVD. KENMORE NY 14223,ERIE,Discontinued,Establishment Status,"June 26, 1979",,"November 21, 1991","November 21, 1991"
018417,"179 JAMAICA AVENUE DRUG STORE, INC.",,179 JAMAICA AVE. BROOKLYN NY 11207,KINGS,Discontinued,Establishment Status,"December 26, 1984",,"May 13, 1993","May 13, 1993"
018409,1797 DRUG CORP.,FRIENDLY PHARMACY,1797 BROADWAY BROOKLYN NY 11207,KINGS,Discontinued,Establishment Status,"December 13, 1984",,"August 04, 1992","August 04, 1992"
020760,17TH STREET APOTHECARY INC.,,11 EAST 17TH ST. NEW YORK NY 10003,NEW YORK,Discontinued,Establishment Status,"December 19, 1990",,"November 10, 2004","November 10, 2004"
031663,184TH ST. PHARMACY CORP.,,2387 MORRIS AVENUE BRONX NY 10468-6515,BRONX,Discontinued,Establishment Status,"January 31, 2013","January 31, 2013","December 31, 2015","December 31, 2015"
028368,1875 LEXINGTON AVENUE CORP. OF NEW YORK,QUICK RX,C/O PHARMACY 1875 LEXINGTON AVENUE NEW YORK NY 10035,NEW YORK,Discontinued,Establishment Status,"May 02, 2007","May 01, 2016","August 13, 2018","August 13, 2018"
037007,1875 LEXINGTON AVENUE CORP. OF NEW YORK,,279 MAIN STREET SUITE 103 NEW PALTZ NY 12561-1623,ULSTER,Transfer,Establishment Status,"February 13, 2019","February 13, 2019","October 29, 2020","October 29, 2020"
038230,1875 LEXINGTON AVENUE LLC OF NYS,QUICK RX,279 MAIN ST. SUITE 103 NEW PALTZ NY 12561-1623,ULSTER,Active,Establishment Status,"October 29, 2020","October 29, 2020","September 30, 2023",
019935,1881 PHARMACY CORP.,,1881 GRAND CONCOURSE BRONX NY 10453,BRONX,Discontinued,Establishment Status,"September 07, 1988",,"March 01, 1993","March 01, 1993"
025629,18TH AVE. PHARMACY CORP.,,5411 18TH AVE. BROOKLYN NY 11204,KINGS,Transfer,Establishment Status,"March 14, 2003","April 01, 2016","May 20, 2016","May 20, 2016"
027708,"18TH AVENUE DRUG STORE, INC.",RX WORLD PHARMACY,8110 18TH AVENUE BROOKLYN NY 11214,KINGS,Discontinued,Establishment Status,"April 04, 2006","April 01, 2009","August 02, 2011","August 02, 2011"
016094,1940 DRUG MART INC.,TICK TOCK DRUGS,1350 DEER PARK AVE. NO. BABYLON NY 11703,SUFFOLK,Transfer,Establishment Status,"April 07, 1978",,"September 06, 1995","September 06, 1995"
016936,1951 FLATBUSH AVENUE PHARMACY CORP.,BERKELEY PHARMACY,1951 FLATBUSH AVE. BROOKLYN NY 11234,KINGS,Transfer,Establishment Status,"November 01, 1980","December 01, 2007","January 09, 2009","January 09, 2009"
036986,"1ST AMERICA INFUSION SERVICES, LLC",ADVANCED INFUSIONCARE,212 NORTHSIDE DRIVE VALDOSTA GA 31602,,Active,Establishment Status,"October 01, 2018","October 01, 2021","September 30, 2024",
032975,1ST BRONXCARE PHARMACY INC.,,438 E. 149TH STREET BRONX NY 10455,BRONX,Transfer,Establishment Status,"December 08, 2014","December 08, 2014","April 13, 2017","April 13, 2017"
035471,"1ST CHOICE PRESCRIPTIONS, LLC",1ST CHOICE PRESCRIPTIONS,8111 LBJ FWY STE. 540 DALLAS TX 75251,,Discontinued,Establishment Status,"April 19, 2017","April 19, 2017","December 15, 2020","December 15, 2020"
035883,"1ST CHOICE PRESCRIPTIONS, LLC",1ST CHOICE PRESCRIPTIONS,8111 LBJ FWY STE 540 DALLAS TX 77478,,Not Active,Establishment Status,Not On File,,"March 08, 2018","March 08, 2018"
031932,"200 BASSETT ROAD OPERATING COMPANY, LLC.",,200 BASSETT ROAD WILLIAMSVILLE NY 14221-2639,ERIE,Not Registered,Establishment Status,"August 06, 2013","August 01, 2019","July 31, 2022",
031805,2000 NINOS INC.,2000 NINOS PHARMACY,3663 BROADWAY NEW YORK NY 10031,NEW YORK,Transfer,Establishment Status,"March 13, 2013","March 01, 2016","July 27, 2016","July 27, 2016"
022880,2000 NINOS PHARMACY INC.,,3663 BROADWAY NEW YORK NY 10031,NEW YORK,Transfer,Establishment Status,"June 18, 1996","July 01, 2010","March 13, 2013","March 13, 2013"
028927,"2027 ALICO PHARMACY, CORP.",ALICO PHARMACY,2027 JEROME AVE BRONX NY 10453,BRONX,Transfer,Establishment Status,"July 10, 2008","July 01, 2020","December 09, 2022","December 09, 2022"
034610,2070 PHARMACY CORP.,TU SALUD PHARMACY,2070A JEROME AVENUE BRONX NY 10453-1817,BRONX,Discontinued,Establishment Status,"May 25, 2016","May 25, 2016","October 23, 2018","October 23, 2018"
022909,207TH STREET ENTERPRISES INC.,FARMACIA SAN JUDA TADEO,520 W. 207TH ST. NEW YORK NY 10034,NEW YORK,Transfer,Establishment Status,"May 28, 1996",,"August 05, 1999","August 05, 1999"
022085,21 GRAHAM AVENUE PHARMACY CORP.,SAM'S DRUGS,21 GRAHAM AVE. BROOKLYN NY 11206,KINGS,Transfer,Establishment Status,"May 16, 1994",,"March 21, 1996","March 21, 1996"
017107,210 MERIT DYCKMAN CORP.,MERIT PHARMACY,210 DYCKMAN ST. NEW YORK NY 10040,NEW YORK,Discontinued,Establishment Status,"May 16, 1981",,"September 30, 1988","September 30, 1988"
019807,2121 MAIN PRESCRIPTION CENTER INC.,,2121 MAIN ST. SUITE 116 BUFFALO NY 14214,ERIE,Discontinued,Establishment Status,"April 27, 1988",,"November 20, 1992","November 20, 1992"
014742,2121 MAIN PRESCRIPTION CENTER INC.,SETON MEDICAL CENTER,2121 MAIN ST. SUITE 110 BUFFALO NY 14214,ERIE,Transfer,Establishment Status,"September 27, 1974",,"June 20, 1991","June 20, 1991"
020741,2121 MAIN PRESCRIPTION CENTER INC.,MPC HEALTH CARE SERVICES,2470 WALDEN AVE. BUFFALO NY 14225,ERIE,Transfer,Establishment Status,"September 28, 1990",,"March 28, 1994","March 28, 1994"
021498,"2121 MAIN PRESCRIPTION CENTER, INC.",HAMBURG MAIN PRESCRIPTION CENTER,206 LAKE ST. HAMBURG NY 14075,ERIE,Discontinued,Establishment Status,"December 21, 1992",,"January 08, 1993","January 08, 1993"
029720,"21ST CENTURY GLOBAL CORP, INC.",,96 S MADISON ST CARTHAGE IL 62321,,Discontinued,Establishment Status,"August 05, 2009","August 05, 2009","July 31, 2012","July 31, 2012"
014503,2201 BROADWAY INC.,APTHORP PHARMACY,2201 BROADWAY NEW YORK NY 10024,NEW YORK,Transfer,Establishment Status,"February 01, 1974",,"February 02, 1993","February 02, 1993"
035559,222 CHELSEA PHARMACY INC,BIO CARE PHARMACY,222 8TH AVE. NEW YORK NY 10011-1610,NEW YORK,Transfer,Establishment Status,"June 23, 2017","June 01, 2020","December 20, 2021","December 20, 2021"
034857,222 JAMAICA DRUG LLC,BOCA PHARMACY,221-21 JAMAICA AVE. QUEENS VILLAGE NY 11428-2015,QUEENS,Not Registered,Establishment Status,"August 22, 2016","August 22, 2016","July 31, 2019",
017459,222 JAMAICA ECONOMY DRUG INC.,ECONOMY DRUG,221-21 JAMAICA AVE. QUEENS VILLAGE NY 11428,QUEENS,Transfer,Establishment Status,"May 19, 1982",,"August 02, 1993","August 02, 1993"
022153,222 JAMAICA ECONOMY DRUG INC.,ECONOMY DRUG STORE,221-21 JAMAICA AVE. QUEENS VILLAGE NY 11428,QUEENS,Transfer,Establishment Status,"July 20, 1994","August 01, 2016","August 22, 2016","August 22, 2016"
019324,224 HIGHLAND PARKWAY INC.,BUFFALO PHARMACIES,224 HIGHLAND PKWY. BUFFALO NY 14223,ERIE,Transfer,Establishment Status,"December 03, 1986",,"March 05, 1993","March 05, 1993"
017646,"227 NINTH AVENUE PHARMACY, INC.",LONDON TERRACE PHARMACY,227 NINTH AVE. NEW YORK NY 10011,NEW YORK,Transfer,Establishment Status,"January 04, 1983",,"September 29, 2000","September 29, 2000"
028194,2355 2ND AVE CORP.,QUICK RX,2355 2ND AVENUE NEW YORK NY 10035,NEW YORK,Transfer,Establishment Status,"February 01, 2007","February 01, 2019","November 10, 2020","November 10, 2020"
020129,236 WILLIS AVE. PHARMACY CORP.,WILLIS PHARMACY,236 WILLIS AVENUE BRONX NY 10454,BRONX,Discontinued,Establishment Status,"March 03, 1989",,"August 29, 1991","August 29, 1991"
015765,237 UTICA AVE. PHARMACY INC.,RONSON DRUG,237 UTICA AVE. BROOKLYN NY 11213,KINGS,Discontinued,Establishment Status,"February 10, 1977",,"October 15, 1997","October 15, 1997"
015922,255 COLUMBUS AVENUE CORPORATION,WESTSIDE PHARMACY,255 COLUMBUS AVE. NEW YORK NY 10023,NEW YORK,Active,Establishment Status,"August 30, 1977","September 01, 2022","August 31, 2025",
029811,27 AUDUBON PHARMACY CORP.,QUICK RX,27 AUDUBON AVE NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"December 02, 2009","December 01, 2015","February 28, 2018","February 28, 2018"
019014,27 BROADWAY DRUGS INC.,SUBA PHARMACEUTICAL,2721 BROADWAY NEW YORK NY 10025,NEW YORK,Discontinued,Establishment Status,"March 20, 1986","April 01, 2022","April 29, 2022","April 29, 2022"
017632,272 DRUG CORP.,VAL-U DRUGS,4623 CHURCH AVE. BROOKLYN NY 11203,KINGS,Active,Establishment Status,"December 21, 1982","January 01, 2023","December 31, 2025",
020267,2734 CAREL CHEMISTS INC.,HYLAN PRESCRIPTION CENTER,2734 HYLAN BLVD. STATEN ISLAND NY 10306,RICHMOND,Discontinued,Establishment Status,"September 19, 1989",,"April 27, 1998","April 27, 1998"
035024,274 BRIGHTON BEACH DRUG INC.,PHARMACY EXPRESS,274 BRIGHTON BEACH AVE BROKKLYN NY 11235-7411,KINGS,Active,Establishment Status,"December 14, 2016","December 01, 2022","November 30, 2025",
011341,"276 WEST 125TH STREET CO., INC.",,276 W. 125TH ST. NEW YORK NY 10027,NEW YORK,Transfer,Establishment Status,"June 20, 1966",,"October 12, 1994","October 12, 1994"
018832,278 WILSON DRUG CORP.,,278 WILSON AVENUE BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"October 18, 1985",,"May 08, 1987","May 08, 1987"
